"route","day","tonnes"
"503 Route 3 (NEW)","2018-04-24",12.02
"504 Route 4 (NEW )","2018-05-13",11.28
"507 Route 7 (NEW )","2018-05-13",2.14
"503 Route 3 (NEW)","2018-05-25",18.16
"505 Route 5 (NEW)","2018-05-27",11.2
"505 Route 5 (NEW)","2018-06-08",17.06
"502 Route 2 (NEW)","2018-06-13",17.44
"501 Route 1 (NEW)","2018-06-27",7.92
"189 Missed Bins","2018-06-28",9.34
"504 Route 4 (NEW )","2018-07-13",10.12
"502 Route 2 (NEW)","2018-07-24",20.06
"503 Route 3 (NEW)","2018-07-26",21.42
"503 Route 3 (NEW)","2018-08-12",8.6
"505 Route 5 (NEW)","2018-08-20",8.34
"604 Route 4A (NEW)","2018-07-02",6.36
"189 Missed Bins","2018-07-10",5.26
"603 Route 3A (NEW)","2018-07-31",11.16
"604 Route 4A (NEW)","2018-08-27",7.2
"603 Route 3A (NEW)","2018-06-12",3.16
"605 Route 5A (NEW)","2018-06-16",1.2
"607 Route 7A (NEW)","2018-07-03",0.42
"605 Route 5A (NEW)","2018-07-14",1.18
"602 Route 2A (NEW)","2018-07-15",1.76
"601 Route 1A (NEW)","2018-07-28",1.3
"604 Route 4A (NEW)","2018-07-29",1.68
"607 Route 7A (NEW)","2018-08-24",0.86
"601 Route 1A (NEW)","2018-08-26",3.68
"604 Route 4A (NEW)","2018-08-16",5.24
"503 Route 3 (NEW)","2018-07-02",8.82
"502 Route 2 (NEW)","2018-07-03",35.18
"503 Route 3 (NEW)","2018-07-16",11.64
"501 Route 1 (NEW)","2018-08-13",15.84
"503 Route 3 (NEW)","2018-09-20",10.86
"505 Route 5 (NEW)","2018-10-15",9.9
"502 Route 2 (NEW)","2018-10-16",9.84
"603 Route 3A (NEW)","2018-08-31",7.24
"603 Route 3A (NEW)","2018-09-28",5.78
"601 Route 1A (NEW)","2018-09-07",3.3
"605 Route 5A (NEW)","2018-09-08",1.34
"604 Route 4A (NEW)","2018-09-18",1.9
"610 Route 10A (NEW)","2018-09-26",0.42
"604 Route 4A (NEW)","2018-10-15",1.94
"189 Missed Bins","2018-10-23",17.14
"609 Route 9A (NEW)","2018-11-04",0.12
"604 Route 4A (NEW)","2018-11-10",3.56
"505 Route 5 (NEW)","2018-09-01",10.18
"504 Route 4 (NEW )","2018-09-13",10.12
"189 Missed Bins","2018-09-25",2.28
"505 Route 5 (NEW)","2018-11-05",13.92
"504 Route 4 (NEW )","2018-11-10",5.16
"504 Route 4 (NEW )","2018-12-11",15.38
"508 Route 8 (NEW)","2018-12-12",9.8
"189 Missed Bins","2019-01-20",6.18
"502 Route 2 (NEW)","2019-01-23",12.92
"604 Route 4A (NEW)","2018-12-20",7.82
"602 Route 2A (NEW)","2018-12-21",6.38
"601 Route 1A (NEW)","2019-01-18",17.04
"601 Route 1A (NEW)","2018-12-02",1.74
"601 Route 1A (NEW)","2018-12-11",8.84
"601 Route 1A (NEW)","2018-12-16",1.78
"601 Route 1A (NEW)","2019-01-11",7.08
"608 Route 8A (NEW)","2019-01-04",2.36
"601 Route 1A (NEW)","2019-01-29",4.1
"601 Route 1A (NEW)","2019-01-30",3.52
"508 Route 8 (NEW)","2018-11-12",1.34
"508 Route 8 (NEW)","2018-12-19",1.74
"508 Route 8 (NEW)","2018-12-22",0.58
"505 Route 5 (NEW)","2019-01-18",4.74
"503 Route 3 (NEW)","2019-01-20",4.96
"504 Route 4 (NEW )","2019-02-05",15.58
"504 Route 4 (NEW )","2019-02-22",12.02
"509 Route 9 (NEW)","2019-02-23",1.74
"501 Route 1 (NEW)","2019-02-24",7.58
"502 Route 2 (NEW)","2019-03-20",21.12
"189 Missed Bins","2019-03-27",0.8
"505 Route 5 (NEW)","2019-04-10",9.02
"604 Route 4A (NEW)","2019-02-12",18.24
"601 Route 1A (NEW)","2019-03-13",8.8
"603 Route 3A (NEW)","2019-03-15",7.14
"603 Route 3A (NEW)","2019-03-05",2.66
"605 Route 5A (NEW)","2019-03-18",1.88
"603 Route 3A (NEW)","2019-04-17",1.98
"608 Route 8A (NEW)","2019-02-03",0.96
"603 Route 3A (NEW)","2019-02-28",4.42
"609 Route 9A (NEW)","2019-03-02",0.7
"505 Route 5 (NEW)","2019-02-15",4.92
"503 Route 3 (NEW)","2019-02-27",11.42
"508 Route 8 (NEW)","2019-03-26",3.06
"501 Route 1 (NEW)","2019-04-14",9.88
"503 Route 3 (NEW)","2019-05-01",14.94
"502 Route 2 (NEW)","2019-05-05",11.24
"505 Route 5 (NEW)","2019-05-22",2.86
"505 Route 5 (NEW)","2019-06-28",18.18
"504 Route 4 (NEW )","2019-07-08",13.02
"608 Route 8A (NEW)","2019-05-11",1.02
"608 Route 8A (NEW)","2019-06-07",2.22
"608 Route 8A (NEW)","2019-04-29",0.94
"602 Route 2A (NEW)","2019-05-13",2.32
"603 Route 3A (NEW)","2019-05-14",2.92
"601 Route 1A (NEW)","2019-05-27",2.08
"601 Route 1A (NEW)","2019-06-13",2.84
"605 Route 5A (NEW)","2019-06-15",1.32
"608 Route 8A (NEW)","2019-06-26",0.42
"608 Route 8A (NEW)","2019-06-18",2.6
"603 Route 3A (NEW)","2019-06-20",4.24
"608 Route 8A (NEW)","2019-06-23",1.74
"503 Route 3 (NEW)","2019-05-21",8.16
"503 Route 3 (NEW)","2019-05-25",9.5
"502 Route 2 (NEW)","2019-06-08",11.96
"504 Route 4 (NEW )","2019-06-09",11.86
"504 Route 4 (NEW )","2019-07-04",16.06
"503 Route 3 (NEW)","2019-07-07",21.2
"509 Route 9 (NEW)","2019-07-07",1.96
"502 Route 2 (NEW)","2019-07-24",16.88
"502 Route 2 (NEW)","2019-07-28",10.28
"501 Route 1 (NEW)","2019-08-05",16.14
"508 Route 8 (NEW)","2019-08-11",2.2
"502 Route 2 (NEW)","2019-08-20",16.28
"509 Route 9 (NEW)","2019-08-25",2.9
"502 Route 2 (NEW)","2019-09-03",26.44
"603 Route 3A (NEW)","2019-08-29",7.1
"189 Missed Bins","2019-09-20",0.2
"603 Route 3A (NEW)","2019-07-12",2.9
"609 Route 9A (NEW)","2019-08-08",0.52
"603 Route 3A (NEW)","2019-08-24",1.28
"636 Bring sites","2019-07-12",0.32
"603 Route 3A (NEW)","2019-07-18",4.5
"603 Route 3A (NEW)","2019-07-21",3.12
"609 Route 9A (NEW)","2019-08-16",1.54
"609 Route 9A (NEW)","2019-08-18",1.76
"503 Route 3 (NEW)","2019-07-20",9.52
"501 Route 1 (NEW)","2019-07-29",21.62
"501 Route 1 (NEW)","2019-07-31",13.14
"504 Route 4 (NEW )","2019-08-18",14.04
"508 Route 8 (NEW)","2019-08-27",8.5
"509 Route 9 (NEW)","2019-09-15",1.52
"502 Route 2 (NEW)","2019-10-04",16.28
"502 Route 2 (NEW)","2019-10-14",11.6
"509 Route 9 (NEW)","2019-10-21",2.16
"508 Route 8 (NEW)","2019-11-11",6.42
"505 Route 5 (NEW)","2019-12-12",17.54
"601 Route 1A (NEW)","2019-09-29",4.72
"608 Route 8A (NEW)","2019-10-25",2.12
"605 Route 5A (NEW)","2019-10-04",2.4
"604 Route 4A (NEW)","2019-10-19",1.52
"608 Route 8A (NEW)","2019-10-20",0.44
"604 Route 4A (NEW)","2019-10-29",2.04
"604 Route 4A (NEW)","2019-11-08",3.98
"608 Route 8A (NEW)","2019-11-10",1.22
"609 Route 9A (NEW)","2019-12-08",1.28
"503 Route 3 (NEW)","2019-09-25",18.84
"503 Route 3 (NEW)","2019-10-26",11.72
"504 Route 4 (NEW )","2020-01-09",22.0
"502 Route 2 (NEW)","2020-02-06",20.42
"503 Route 3 (NEW)","2020-02-18",38.56
"508 Route 8 (NEW)","2020-03-22",2.96
"604 Route 4A (NEW)","2019-12-16",8.36
"636 Bring sites","2020-01-06",0.22
"608 Route 8A (NEW)","2020-01-13",3.92
"604 Route 4A (NEW)","2020-01-16",8.94
"602 Route 2A (NEW)","2020-03-10",8.42
"608 Route 8A (NEW)","2020-03-12",2.94
"604 Route 4A (NEW)","2019-11-01",1.8
"603 Route 3A (NEW)","2019-11-27",2.0
"603 Route 3A (NEW)","2019-12-10",3.02
"608 Route 8A (NEW)","2019-10-10",1.82
"608 Route 8A (NEW)","2019-11-08",1.48
"605 Route 5A (NEW)","2019-11-09",3.1
"509 Route 9 (NEW)","2019-10-12",0.54
"505 Route 5 (NEW)","2019-12-15",8.86
"508 Route 8 (NEW)","2019-12-28",6.46
"504 Route 4 (NEW )","2020-01-20",8.44
"189 Missed Bins","2020-02-09",0.22
"501 Route 1 (NEW)","2020-02-19",19.02
"608 Route 8A (NEW)","2019-12-18",2.7
"604 Route 4A (NEW)","2020-01-08",4.26
"605 Route 5A (NEW)","2020-01-12",2.82
"601 Route 1A (NEW)","2020-01-26",1.34
"602 Route 2A (NEW)","2020-02-06",3.62
"609 Route 9A (NEW)","2020-02-22",0.26
"609 Route 9A (NEW)","2020-03-10",0.58
"601 Route 1A (NEW)","2020-01-03",6.82
"608 Route 8A (NEW)","2020-01-29",2.46
"603 Route 3A (NEW)","2020-02-25",4.68
"504 Route 4 (NEW )","2020-03-30",15.08
"604 Route 4A (NEW)","2018-05-01",2.02
"601 Route 1A (NEW)","2018-05-02",2.86
"604 Route 4A (NEW)","2018-05-16",2.46
"605 Route 5A (NEW)","2018-05-18",4.14
"601 Route 1A (NEW)","2018-05-20",2.78
"602 Route 2A (NEW)","2018-06-03",1.02
"604 Route 4A (NEW)","2018-03-29",5.88
"501 Route 1 (NEW)","2018-03-29",6.54
"189 Missed Bins","2018-04-14",2.98
"503 Route 3 (NEW)","2018-04-25",18.46
"504 Route 4 (NEW )","2018-04-27",17.92
"502 Route 2 (NEW)","2018-04-29",10.08
"501 Route 1 (NEW)","2018-05-10",14.3
"502 Route 2 (NEW)","2018-05-21",21.08
"189 Missed Bins","2018-06-07",7.66
"506 Route 6 (NEW)","2018-06-13",5.66
"501 Route 1 (NEW)","2018-06-17",4.26
"505 Route 5 (NEW)","2018-07-09",11.48
"504 Route 4 (NEW )","2018-07-15",7.76
"189 Missed Bins","2018-07-16",11.2
"502 Route 2 (NEW)","2018-07-27",16.3
"189 Missed Bins","2018-07-29",0.64
"505 Route 5 (NEW)","2018-08-10",20.14
"602 Route 2A (NEW)","2018-07-09",5.92
"604 Route 4A (NEW)","2018-06-14",2.3
"604 Route 4A (NEW)","2018-06-27",2.22
"189 Missed Bins","2018-06-29",0.34
"607 Route 7A (NEW)","2018-06-29",0.44
"189 Missed Bins","2018-07-02",1.3
"605 Route 5A (NEW)","2018-07-27",3.72
"603 Route 3A (NEW)","2018-08-07",2.64
"606 Route 6A  (NEW)","2018-08-21",0.92
"602 Route 2A (NEW)","2018-06-18",7.02
"602 Route 2A (NEW)","2018-06-19",5.04
"602 Route 2A (NEW)","2018-08-18",4.3
"607 Route 7A (NEW)","2018-08-20",1.84
"502 Route 2 (NEW)","2018-06-18",23.28
"504 Route 4 (NEW )","2018-06-19",19.54
"504 Route 4 (NEW )","2018-08-13",17.44
"502 Route 2 (NEW)","2018-08-19",20.46
"503 Route 3 (NEW)","2018-09-03",10.56
"501 Route 1 (NEW)","2018-09-06",22.7
"502 Route 2 (NEW)","2018-09-08",11.06
"189 Missed Bins","2018-09-11",2.26
"502 Route 2 (NEW)","2018-10-01",16.7
"504 Route 4 (NEW )","2018-10-31",5.6
"503 Route 3 (NEW)","2018-11-01",17.3
"505 Route 5 (NEW)","2018-11-02",15.6
"189 Missed Bins","2018-11-11",0.16
"602 Route 2A (NEW)","2018-09-21",2.54
"604 Route 4A (NEW)","2018-10-06",1.56
"602 Route 2A (NEW)","2018-10-20",1.88
"608 Route 8A (NEW)","2018-10-30",0.62
"603 Route 3A (NEW)","2018-09-10",5.76
"604 Route 4A (NEW)","2018-10-09",4.96
"604 Route 4A (NEW)","2018-11-05",6.54
"504 Route 4 (NEW )","2018-08-31",10.76
"503 Route 3 (NEW)","2018-09-13",8.4
"504 Route 4 (NEW )","2018-10-22",16.48
"508 Route 8 (NEW)","2018-11-05",4.78
"502 Route 2 (NEW)","2018-11-06",14.52
"508 Route 8 (NEW)","2018-12-30",3.4
"510 Route 10 (NEW)","2018-12-30",2.02
"505 Route 5 (NEW)","2019-01-07",14.02
"504 Route 4 (NEW )","2019-01-25",11.22
"608 Route 8A (NEW)","2018-11-24",1.18
"604 Route 4A (NEW)","2018-12-18",9.72
"604 Route 4A (NEW)","2018-12-21",8.38
"609 Route 9A (NEW)","2019-01-18",0.88
"604 Route 4A (NEW)","2019-01-19",8.06
"604 Route 4A (NEW)","2019-01-20",6.42
"603 Route 3A (NEW)","2018-11-29",1.88
"604 Route 4A (NEW)","2019-01-08",4.64
"605 Route 5A (NEW)","2019-01-05",3.0
"607 Route 7A (NEW)","2019-01-29",0.52
"609 Route 9A (NEW)","2019-02-02",0.52
"502 Route 2 (NEW)","2018-11-20",12.84
"501 Route 1 (NEW)","2018-12-18",3.04
"508 Route 8 (NEW)","2019-01-06",1.12
"508 Route 8 (NEW)","2019-02-10",1.2
"509 Route 9 (NEW)","2019-02-11",2.56
"508 Route 8 (NEW)","2019-02-20",5.0
"504 Route 4 (NEW )","2019-03-22",11.58
"509 Route 9 (NEW)","2019-03-25",0.62
"505 Route 5 (NEW)","2019-03-26",1.26
"501 Route 1 (NEW)","2019-04-16",29.16
"504 Route 4 (NEW )","2019-04-17",13.28
"504 Route 4 (NEW )","2019-04-21",8.68
"601 Route 1A (NEW)","2019-02-14",11.98
"605 Route 5A (NEW)","2019-02-20",0.6
"604 Route 4A (NEW)","2019-04-08",8.06
"601 Route 1A (NEW)","2019-02-05",3.98
"604 Route 4A (NEW)","2019-03-19",1.9
"603 Route 3A (NEW)","2019-03-24",1.24
"601 Route 1A (NEW)","2019-04-03",2.16
"604 Route 4A (NEW)","2019-04-17",2.06
"602 Route 2A (NEW)","2019-04-19",2.24
"602 Route 2A (NEW)","2019-04-20",1.72
"508 Route 8 (NEW)","2019-02-27",4.38
"508 Route 8 (NEW)","2019-03-25",3.22
"509 Route 9 (NEW)","2019-03-31",1.74
"502 Route 2 (NEW)","2019-04-22",15.24
"501 Route 1 (NEW)","2019-05-02",15.42
"502 Route 2 (NEW)","2019-05-16",31.16
"502 Route 2 (NEW)","2019-05-28",9.8
"602 Route 2A (NEW)","2019-05-08",13.72
"604 Route 4A (NEW)","2019-05-11",7.72
"601 Route 1A (NEW)","2019-06-09",4.46
"603 Route 3A (NEW)","2019-07-06",4.54
"604 Route 4A (NEW)","2019-05-02",3.02
"602 Route 2A (NEW)","2019-05-15",2.5
"605 Route 5A (NEW)","2019-06-02",1.38
"608 Route 8A (NEW)","2019-04-27",1.22
"603 Route 3A (NEW)","2019-05-20",4.82
"604 Route 4A (NEW)","2019-05-23",5.06
"609 Route 9A (NEW)","2019-05-26",1.54
"636 Bring sites","2019-06-11",2.24
"602 Route 2A (NEW)","2019-06-18",5.06
"604 Route 4A (NEW)","2019-06-18",4.74
"502 Route 2 (NEW)","2019-04-23",30.44
"508 Route 8 (NEW)","2019-04-27",1.94
"501 Route 1 (NEW)","2019-06-21",10.94
"502 Route 2 (NEW)","2019-07-10",18.38
"501 Route 1 (NEW)","2019-07-12",19.62
"504 Route 4 (NEW )","2019-07-23",10.46
"503 Route 3 (NEW)","2019-07-25",19.4
"505 Route 5 (NEW)","2019-07-27",9.46
"504 Route 4 (NEW )","2019-08-06",15.46
"502 Route 2 (NEW)","2019-08-19",13.76
"508 Route 8 (NEW)","2019-08-19",6.08
"508 Route 8 (NEW)","2019-08-20",7.74
"504 Route 4 (NEW )","2019-09-06",40.78
"501 Route 1 (NEW)","2019-09-07",31.86
"501 Route 1 (NEW)","2019-09-08",8.64
"189 Missed Bins","2019-09-23",0.42
"605 Route 5A (NEW)","2019-08-02",8.42
"602 Route 2A (NEW)","2019-08-26",8.0
"605 Route 5A (NEW)","2019-09-01",6.16
"603 Route 3A (NEW)","2019-09-24",8.68
"601 Route 1A (NEW)","2019-07-22",2.28
"608 Route 8A (NEW)","2019-07-24",0.72
"604 Route 4A (NEW)","2019-08-10",1.32
"603 Route 3A (NEW)","2019-08-11",1.48
"601 Route 1A (NEW)","2019-09-03",3.86
"601 Route 1A (NEW)","2019-07-20",6.46
"601 Route 1A (NEW)","2019-08-14",4.6
"609 Route 9A (NEW)","2019-08-17",0.46
"603 Route 3A (NEW)","2019-09-13",4.0
"501 Route 1 (NEW)","2019-07-15",18.44
"508 Route 8 (NEW)","2019-07-17",3.72
"189 Missed Bins","2019-07-19",0.48
"504 Route 4 (NEW )","2019-07-19",15.2
"505 Route 5 (NEW)","2019-08-04",10.66
"503 Route 3 (NEW)","2019-10-03",16.06
"505 Route 5 (NEW)","2019-10-19",17.92
"501 Route 1 (NEW)","2019-10-28",15.44
"508 Route 8 (NEW)","2019-11-01",3.74
"507 Route 7 (NEW )","2019-11-02",2.32
"502 Route 2 (NEW)","2019-11-19",26.28
"501 Route 1 (NEW)","2019-11-27",26.8
"505 Route 5 (NEW)","2019-11-30",15.78
"508 Route 8 (NEW)","2019-11-30",2.22
"505 Route 5 (NEW)","2019-12-09",10.88
"601 Route 1A (NEW)","2019-10-21",8.82
"604 Route 4A (NEW)","2019-10-21",7.3
"608 Route 8A (NEW)","2019-10-26",0.8
"605 Route 5A (NEW)","2019-11-23",5.26
"601 Route 1A (NEW)","2019-10-02",2.46
"608 Route 8A (NEW)","2019-10-04",0.54
"603 Route 3A (NEW)","2019-10-18",2.4
"502 Route 2 (NEW)","2019-10-07",20.72
"503 Route 3 (NEW)","2019-10-07",14.68
"501 Route 1 (NEW)","2019-11-08",3.52
"503 Route 3 (NEW)","2019-12-23",15.58
"502 Route 2 (NEW)","2019-12-28",24.72
"505 Route 5 (NEW)","2019-12-29",20.34
"505 Route 5 (NEW)","2019-12-30",10.58
"502 Route 2 (NEW)","2020-01-09",26.12
"505 Route 5 (NEW)","2020-01-12",7.8
"504 Route 4 (NEW )","2020-01-23",23.64
"503 Route 3 (NEW)","2020-02-03",4.38
"502 Route 2 (NEW)","2020-02-04",14.88
"504 Route 4 (NEW )","2020-02-06",15.44
"501 Route 1 (NEW)","2020-02-20",19.4
"502 Route 2 (NEW)","2020-02-22",11.8
"504 Route 4 (NEW )","2020-03-18",18.58
"508 Route 8 (NEW)","2020-03-20",5.44
"601 Route 1A (NEW)","2020-01-15",19.02
"605 Route 5A (NEW)","2020-01-17",6.8
"601 Route 1A (NEW)","2020-02-16",2.86
"604 Route 4A (NEW)","2020-02-16",5.38
"601 Route 1A (NEW)","2020-03-14",3.44
"609 Route 9A (NEW)","2020-03-14",1.14
"605 Route 5A (NEW)","2020-03-15",7.18
"603 Route 3A (NEW)","2020-01-10",6.28
"636 Bring sites","2020-01-18",0.32
"601 Route 1A (NEW)","2020-02-19",2.32
"602 Route 2A (NEW)","2020-03-06",5.12
"603 Route 3A (NEW)","2020-03-20",8.92
"604 Route 4A (NEW)","2019-12-31",5.9
"604 Route 4A (NEW)","2020-01-05",5.66
"636 Bring sites","2020-01-22",4.54
"601 Route 1A (NEW)","2020-01-28",5.84
"502 Route 2 (NEW)","2020-03-30",15.9
"603 Route 3A (NEW)","2018-04-21",1.24
"607 Route 7A (NEW)","2018-05-04",0.22
"601 Route 1A (NEW)","2018-05-16",3.1
"603 Route 3A (NEW)","2018-05-18",2.02
"605 Route 5A (NEW)","2018-06-02",1.26
"601 Route 1A (NEW)","2018-04-26",5.1
"502 Route 2 (NEW)","2018-04-09",15.42
"503 Route 3 (NEW)","2018-04-13",5.82
"504 Route 4 (NEW )","2018-04-24",17.2
"507 Route 7 (NEW )","2018-05-14",4.46
"501 Route 1 (NEW)","2018-05-21",19.44
"503 Route 3 (NEW)","2018-06-07",15.62
"507 Route 7 (NEW )","2018-06-18",1.68
"503 Route 3 (NEW)","2018-07-24",19.96
"504 Route 4 (NEW )","2018-07-30",20.46
"506 Route 6 (NEW)","2018-08-14",11.06
"502 Route 2 (NEW)","2018-08-23",26.64
"606 Route 6A  (NEW)","2018-07-30",8.28
"601 Route 1A (NEW)","2018-08-01",9.44
"602 Route 2A (NEW)","2018-08-02",9.66
"189 Missed Bins","2018-08-06",11.5
"189 Missed Bins","2018-06-19",9.58
"602 Route 2A (NEW)","2018-06-26",2.96
"601 Route 1A (NEW)","2018-06-27",2.46
"602 Route 2A (NEW)","2018-06-28",3.88
"607 Route 7A (NEW)","2018-07-02",0.16
"604 Route 4A (NEW)","2018-07-12",2.7
"603 Route 3A (NEW)","2018-07-27",4.8
"601 Route 1A (NEW)","2018-08-08",2.26
"604 Route 4A (NEW)","2018-08-10",2.36
"604 Route 4A (NEW)","2018-08-21",2.3
"607 Route 7A (NEW)","2018-06-24",1.98
"603 Route 3A (NEW)","2018-07-20",5.52
"501 Route 1 (NEW)","2018-07-05",15.24
"506 Route 6 (NEW)","2018-08-05",2.66
"507 Route 7 (NEW )","2018-08-19",1.88
"504 Route 4 (NEW )","2018-09-21",10.98
"501 Route 1 (NEW)","2018-10-04",22.72
"503 Route 3 (NEW)","2018-10-04",17.38
"504 Route 4 (NEW )","2018-10-06",8.72
"502 Route 2 (NEW)","2018-10-17",15.02
"505 Route 5 (NEW)","2018-10-20",8.64
"504 Route 4 (NEW )","2018-10-27",8.28
"509 Route 9 (NEW)","2018-10-31",2.28
"603 Route 3A (NEW)","2018-09-26",10.32
"603 Route 3A (NEW)","2018-10-23",12.76
"608 Route 8A (NEW)","2018-10-27",0.88
"603 Route 3A (NEW)","2018-09-04",2.38
"601 Route 1A (NEW)","2018-10-07",1.74
"601 Route 1A (NEW)","2018-10-20",1.04
"601 Route 1A (NEW)","2018-10-29",2.16
"605 Route 5A (NEW)","2018-11-03",1.08
"602 Route 2A (NEW)","2018-10-08",6.02
"636 Bring sites","2018-11-06",3.44
"602 Route 2A (NEW)","2018-11-07",5.62
"603 Route 3A (NEW)","2018-11-08",4.04
"502 Route 2 (NEW)","2018-09-10",17.76
"505 Route 5 (NEW)","2018-09-16",14.78
"501 Route 1 (NEW)","2018-10-12",5.62
"501 Route 1 (NEW)","2018-10-22",14.26
"505 Route 5 (NEW)","2018-12-05",11.02
"503 Route 3 (NEW)","2018-12-15",8.68
"509 Route 9 (NEW)","2019-01-12",2.96
"508 Route 8 (NEW)","2019-01-22",12.12
"503 Route 3 (NEW)","2019-01-27",8.78
"604 Route 4A (NEW)","2018-11-21",9.28
"608 Route 8A (NEW)","2018-12-18",3.28
"604 Route 4A (NEW)","2019-01-14",9.16
"603 Route 3A (NEW)","2018-11-15",2.22
"608 Route 8A (NEW)","2018-12-12",0.3
"601 Route 1A (NEW)","2019-01-12",2.32
"604 Route 4A (NEW)","2019-01-13",4.94
"608 Route 8A (NEW)","2019-01-24",2.46
"601 Route 1A (NEW)","2018-12-05",3.74
"604 Route 4A (NEW)","2019-01-03",8.08
"509 Route 9 (NEW)","2019-01-06",1.22
"189 Missed Bins","2019-02-10",4.5
"501 Route 1 (NEW)","2019-02-14",6.24
"504 Route 4 (NEW )","2019-02-19",16.26
"189 Missed Bins","2019-02-23",8.68
"502 Route 2 (NEW)","2019-03-23",12.92
"508 Route 8 (NEW)","2019-04-06",3.16
"608 Route 8A (NEW)","2019-02-15",2.92
"602 Route 2A (NEW)","2019-02-17",5.44
"601 Route 1A (NEW)","2019-03-14",9.46
"608 Route 8A (NEW)","2019-03-14",5.6
"608 Route 8A (NEW)","2019-03-20",2.54
"601 Route 1A (NEW)","2019-03-20",2.32
"608 Route 8A (NEW)","2019-03-23",0.6
"605 Route 5A (NEW)","2019-03-29",3.54
"508 Route 8 (NEW)","2019-02-17",1.04
"503 Route 3 (NEW)","2019-02-26",8.36
"502 Route 2 (NEW)","2019-02-27",9.34
"503 Route 3 (NEW)","2019-04-11",10.24
"508 Route 8 (NEW)","2019-04-13",1.26
"502 Route 2 (NEW)","2019-04-29",18.14
"509 Route 9 (NEW)","2019-05-17",3.76
"509 Route 9 (NEW)","2019-05-18",3.16
"503 Route 3 (NEW)","2019-06-16",8.64
"503 Route 3 (NEW)","2019-06-27",16.74
"509 Route 9 (NEW)","2019-06-30",1.96
"601 Route 1A (NEW)","2019-05-06",8.68
"608 Route 8A (NEW)","2019-05-08",2.38
"603 Route 3A (NEW)","2019-06-08",4.66
"605 Route 5A (NEW)","2019-07-01",13.52
"608 Route 8A (NEW)","2019-05-01",0.68
"608 Route 8A (NEW)","2019-05-03",0.62
"605 Route 5A (NEW)","2019-05-04",1.5
"608 Route 8A (NEW)","2019-05-17",0.46
"604 Route 4A (NEW)","2019-06-11",2.42
"605 Route 5A (NEW)","2019-06-29",1.4
"608 Route 8A (NEW)","2019-04-25",1.98
"603 Route 3A (NEW)","2019-04-26",4.04
"604 Route 4A (NEW)","2019-04-28",5.02
"605 Route 5A (NEW)","2019-05-24",4.04
"605 Route 5A (NEW)","2019-06-22",1.28
"509 Route 9 (NEW)","2019-04-26",3.02
"504 Route 4 (NEW )","2019-05-25",10.94
"501 Route 1 (NEW)","2019-06-08",9.26
"502 Route 2 (NEW)","2019-06-23",19.3
"505 Route 5 (NEW)","2019-07-13",8.88
"508 Route 8 (NEW)","2019-08-07",4.86
"604 Route 4A (NEW)","2019-07-29",9.88
"604 Route 4A (NEW)","2019-08-29",8.16
"602 Route 2A (NEW)","2019-09-23",4.56
"608 Route 8A (NEW)","2019-07-09",1.1
"602 Route 2A (NEW)","2019-07-13",1.68
"608 Route 8A (NEW)","2019-07-13",0.24
"601 Route 1A (NEW)","2019-07-27",1.38
"605 Route 5A (NEW)","2019-08-10",1.3
"609 Route 9A (NEW)","2019-08-23",0.6
"609 Route 9A (NEW)","2019-08-25",0.4
"601 Route 1A (NEW)","2019-09-08",1.16
"602 Route 2A (NEW)","2019-09-17",1.96
"603 Route 3A (NEW)","2019-07-16",5.4
"603 Route 3A (NEW)","2019-07-19",4.02
"601 Route 1A (NEW)","2019-09-15",3.14
"604 Route 4A (NEW)","2019-09-15",4.4
"505 Route 5 (NEW)","2019-08-03",11.56
"501 Route 1 (NEW)","2019-08-16",12.7
"502 Route 2 (NEW)","2019-08-17",13.1
"501 Route 1 (NEW)","2019-08-26",16.68
"501 Route 1 (NEW)","2019-08-30",10.84
"502 Route 2 (NEW)","2019-08-31",20.42
"505 Route 5 (NEW)","2019-09-12",7.28
"508 Route 8 (NEW)","2019-10-05",2.64
"508 Route 8 (NEW)","2019-10-14",5.6
"504 Route 4 (NEW )","2019-10-30",14.76
"505 Route 5 (NEW)","2019-10-30",9.9
"501 Route 1 (NEW)","2019-11-30",13.78
"502 Route 2 (NEW)","2019-11-30",11.64
"502 Route 2 (NEW)","2019-12-14",18.52
"609 Route 9A (NEW)","2019-09-29",1.3
"601 Route 1A (NEW)","2019-10-01",4.12
"636 Bring sites","2019-11-05",1.3
"189 Missed Bins","2019-11-09",0.1
"601 Route 1A (NEW)","2019-09-30",2.18
"604 Route 4A (NEW)","2019-09-30",1.78
"602 Route 2A (NEW)","2019-10-03",3.04
"604 Route 4A (NEW)","2019-10-14",1.5
"609 Route 9A (NEW)","2019-10-18",0.64
"601 Route 1A (NEW)","2019-10-20",1.06
"603 Route 3A (NEW)","2019-11-25",2.08
"605 Route 5A (NEW)","2019-10-12",2.78
"608 Route 8A (NEW)","2019-11-06",2.86
"604 Route 4A (NEW)","2019-11-09",3.44
"603 Route 3A (NEW)","2019-12-06",4.64
"601 Route 1A (NEW)","2019-12-07",2.26
"508 Route 8 (NEW)","2019-09-24",7.3
"508 Route 8 (NEW)","2019-09-26",5.58
"605 Route 5A (NEW)","2019-11-04",4.72
"501 Route 1 (NEW)","2019-09-27",8.38
"501 Route 1 (NEW)","2019-10-11",5.22
"504 Route 4 (NEW )","2019-11-18",13.52
"502 Route 2 (NEW)","2019-11-22",4.94
