Local Authority	Waste type	Generated	Generated	Generated	Generated	Generated	Generated	Generated	Generated	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled
Moray	Metallic wastes, mixed ferrous and non-ferrous	923.78	859.39	759.46	800.89	713.96	931.63	826.38	762.15	0	0							923.78	890.22	666.4	800.89	713.96	931.63	898.98	762.15	0	0							0	0							0	0							0	0	0				0	0	0	0							0	0						
Moray	Metallic wastes, non-ferrous	0	0	0	0	0	0	0	0	0	0							0	58.07	25.12	102.18	119.85	119.56	102.82	164.28	0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Mineral waste from construction and demolition	2778.23	2062.87	0.98	1743.29	2943.9	3562.37	2989.25	2279.37	10.9	1190.8	0.98	4.77	9.12	7.37	10.41	2.03	2767.33	872.08		1738.52	2934.78	3555	2978.84	2277.34	0	0							0	0							0	0							0	0					0	0	0	0							0	0						
Moray	Mixed and undifferentiated materials	14.1	306.97	873.98	1258.44	1326.59	1295.49	1244.24	1670.73	14.1	0							0	145.79	659.96	228.06	56.78	127.98	135.93		0	0							0	0							0	0							0	0	0	0		0	0	0	0	0							0	0						131.45
Moray	Paper and cardboard wastes	4995.24	5014.41	5374.23	5373.24	5003.28	5023.41	4621.13	4768.55	6.91	10.9	8.89	4.8	3.47	4.57	7.3	5.19	4988.33	5003.51	5365.34	5368.44	4999.81	5018.84	4613.83	4763.36	0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Plastic wastes	91.53	102.8	34.58	0	0	1.44	0	0	0	0							91.53	133.62	165.62	635.8	852.17	751.22	735.01	1125.13	0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Rubber wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Soils	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Textile wastes	233.03	249.94	135.53	170.43	202.71	146.78	155.6	177.88	95	85.39							138.03	164.54	135.53	170.43	202.71	146.78	155.6	177.88	0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Used oils	0.48	0.48	3.96		3.66	12.87	20.29	17.22	0	0							0.48	0.48	3.96		3.66	12.87	20.29	17.22	0	0							0	0							0	0							0	0							0	0							0	0						
Moray	Vegetal wastes	8026.87	7232.86	9200.11	10196.95	10146.2	10623.44	10666.54	9197.77	0	0							0	0							9602.4	9545.89	9200.11	10196.95	10146.2	10623.44	10666.54	9197.77	0	0							0	0							0	0							0	0							0	0						
Moray	Wood wastes	1332.76	1858.49	1964.72	2043.04	2270.76	2636.31	2415.69	2374.46	2.17	0.93							1330.59	1857.56	1964.72	2043.04	2270.76	2636.31	2415.69	2374.46	0	0							0	0							0	0							0	0				0	0		0	0							0	0						
Moray	Subtotal	52334.18	49883.64	47532.91	50901.69	50116.07	51950.39	51089.86	47522.38	286.82	1355.33	71.39	112.16	122.75	163.7	164.34	165.36	12660.88	12542.16	12706.52	14740.38	15943.25	17221.36	16037.15	15486.23	10390.17	12007.14	11645.42	12828.56	12711.75	13311.22	13315.39	11604.75	0	0							0	0							0	0	0	0		0.01	0.07	0.02	0	0							28996.31	23979.04	23109.58	23220.59	21338.33	21252.7	21572.9	20266.03
Na h-Eileanan Siar	Animal and mixed food waste	0	5.2	566.98	500.11	480.05	465.81	378.58	425.94	0	0							0	0							0	0	428.18	0	0	0	0	0	0	0							0	0							0	0		401.46	371.82	375.29	309.22	342.52	0	0							0	0	138.8	98.64	108.22	90.52	69.36	83.41
Na h-Eileanan Siar	Batteries and accumulators wastes	0	7.3		3.1	9.66	8.12	8.52	5.78	0	0							0	7.3		3.1	9.66	8.12	8.52	5.78	0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Chemical wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Combustion wastes	0	0					0	0	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0		1.88	38	12.2	21.48	14.4
Na h-Eileanan Siar	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	100.7	149	182.77	158.7	160.68	177.76	174.35	167.84	0	0							100.7	149	182.77	158.7	147.85	163.53	160.4	154.42	0	0							0	0							0	0							0	0							0	0							0	0			12.83	14.23	13.95	13.42
Na h-Eileanan Siar	Discarded vehicles	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Glass wastes	570.72	515.14	571.22	712.06	794.22	656.76	618.04	702.28	0	0							570.72	515.34	571.22	712.06	794.22	656.76	618.04	702.28	0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Household and similar wastes	11285.92	9109.14	7778.6	8163.16	8496.8	8937.42	8959.7	8816.42	0	2.24							0	0	0						0	0							0	0			79.19				0	0			0				0	0							0	0		7.51				27.7	12117.64	9541.35	7778.6	8163.16	8496.8	8937.42	8959.7	8816.42
Na h-Eileanan Siar	Metallic wastes, ferrous	38.5	0	50.9	0	0	0	0	0	0	0							45.4	30.68	122.75	36.54	65	45.82	65.15	58.43	0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Metallic wastes, mixed ferrous and non-ferrous	677.96	744.7	612.2	513.5	341.78	1116.66	926.34	816.44	0	0							757.8	765.9	612.2	513.5	341.78	1116.66	926.34	816.44	0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Metallic wastes, non-ferrous	15.7	0	0	0	0	0	0	0	0	0							20.9	9.76	21.55	9.46	27.72	26.76	27.92	25.02	0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Mineral waste from construction and demolition	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Mixed and undifferentiated materials	0	236.6	1147.06	760.84	1504.64	987.22	1123.26	929.38	0	0							0	0							0	0							0	0							0	0							0	0		0	0.1	0	0.02	0.06	0	0				24.72	43.61	1.6	0	0	123.15	22.18				
Na h-Eileanan Siar	Paper and cardboard wastes	311	260.5	0	319.84	0	214.2	188.54	269.16	0	0		0.84					400.2	483.94	696.28	829.61	1059.34	876.58	941.2	840.68	0	0							0	0							0	0							0	0		0					0	0							0	0						
Na h-Eileanan Siar	Plastic wastes	120.2	70.16	0	0	0	0	8.32	0	0	0							147.4	177.62	234.23	172.66	235.33	215.35	220.75	230.77	0	0							0	0							0	0							0	0				0			0	0							0	0						
Na h-Eileanan Siar	Rubber wastes	3.4	5.2	7.86	8.54	10.14	3.58	32.34	15.02	0	0							3.4	5.2	7.86	8.54	10.14	3.58	32.34	15.02	0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Soils	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Textile wastes	37.7	53.95	59	65.97	61.54	67.16	51.61	52.4	37.7	53.95	59	65.97	61.54	67.16	51.61	52.4	0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Used oils	3.8	3.4	3.34	0.72		2.68	4.4	4.9	0	0							3.8	3.4	3.34	0.72		2.68	4.4	4.9	0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Vegetal wastes	3280.4	2983.3	1700.93	1869.56	1933.16	1897.77	1574.52	1721.13	0	0							0	0							2227.56	1888.81	1284.53	0	0	0	0	0	0	0							0	0							0	0		1500.79	1497.33	1528.97	1286.04	1384.08	0	0							0	528	416.4	368.77	435.83	368.8	288.48	337.05
Na h-Eileanan Siar	Wood wastes	63.32	157.84	57.3	402.58	220.1	424.3	404.79	398.73	0	0							63.32	157.84	57.3	402.58	220.1	424.3	404.79	398.73	0	0							0	0							0	0							0	0							0	0							0	0						
Na h-Eileanan Siar	Subtotal	16509.32	14301.43	12738.16	13478.68	14012.77	14959.44	14453.31	14325.42	37.7	56.19	59	66.81	61.54	67.16	51.61	52.4	2113.64	2305.98	2509.5	2847.47	2911.14	3540.14	3409.85	3252.47	2227.56	1888.81	1712.71	0	0	0	0	0	0	0			79.19				0	0			0				0	0		1902.25	1869.25	1904.26	1595.28	1726.66	0	0		7.51		24.72	43.61	29.3	12117.64	10069.35	8456.95	8654.63	9091.68	9423.17	9352.97	9264.7
North Ayrshire	Animal and mixed food waste	0	0	2646.97	3041.2	3031.86	3110.06	3098.36	2715.68	0	0							0	0	1.34	1.06	1.31	1.82	13.4	3.24	0	0	2673.8	3040.14	3030.55	3108.24	3084.96	2712.44	0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Batteries and accumulators wastes	0.5	0	0.42	1.42	0.2	0.68	3.97	2.13	0	0							0.87	0	0.42	1.42	0.2	0.68	3.97	2.13	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Chemical wastes	14.68	41.65	55.06	60.53	56.01	77.85	92.98	100.42	0	32.82	52.14	12.26		9.69	12.46	5.34	14.68	8.83	2.92	48.27	56.01	68.16	80.52	95.08	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Combustion wastes	0	0			0	0	0	0	0	0							0	0							0	0							0	0						3.13	0	0							0	0				276.46	185.99	621.93	0	0							0	0		145.71	324.05	52.16	105.93	51.26
North Ayrshire	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	965.88	769.57	661.71	652.22	703.91	860.05	854.47	832.87	22.06	23.27	23	0.31					943.82	746.3	638.71	651.91	703.91	860.05	854.47	832.87	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Discarded vehicles	3.32	2.55	1.73	7.77	9.45	10.06	14.63	20.41	0	2.55	1.73	7.77	9.45	10.06	14.63	20.41	3.32	1.4							0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Glass wastes	3292.97	1381.91	440.88	301.84	141.88	0	0	0	0	0							3292.97	3629.61	3936.14	3557.28	3201.36	2989.12	2964.01	3093.03	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Household and similar wastes	48039.91	40025.22	30222.33	32110.58	31684.29	31525.36	30955.92	30925.75	0.23	1.84	1.22	45.31	65.33	92.63	98.47	111.08	0	0	5.1	27.49	15.3	14.34	19.9	24.43	0	0	0		0				0	0	0		0	0	13.46	0	0	0				104.55	0	24.78	0	0	0	0.02	126	324.66	534.24	3500.1	0	374.44	0	2.02	0	11.6	9.41	3.92	32911.45	29751.98	26248.23	27459.58	26334.03	26558.6	25895.63	21035.88
North Ayrshire	Metallic wastes, ferrous	0	0	0	0	0	0	0	0	0	0							482.46	411.4	441.09	447.35	547.14	395.92	474.45	440.08	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Metallic wastes, mixed ferrous and non-ferrous	388.39	316.52	276.4	234.69	371.2	635.81	672.84	756.8	0	0							744.14	547.59	508.74	487.98	719.25	990.11	957.22	1110.65	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Metallic wastes, non-ferrous	0	0	0	0	0	0	0	0	0	0							15.65	130.74	197.3	214.62	218.08	245.8	247.45	210.31	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Mineral waste from construction and demolition	1892.19	724.86	833.24	1043.32	1273.44	1374.98	1373.4	1493.58	0.12	0							2133.37	1243.42	1511.08	2160.01	2235.04	2296.64	2211.24	2382.01	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Mixed and undifferentiated materials	8.75	6965.79	15210.73	14953.3	14978.52	14313.82	14044.69	13329.7	0	0	95.71						1481.05	574.56	27.71	246.5	194.72	8.62			0	0							0	0	578.99	326.14	1290.16	494.31	293.36	1184.06	0	0				66.17	122.36	720.09	0	0	0.15	0.11	0.05	0.47	0.07	0.31	0	128.12	60.81	254.65	4.64	637.9	618.93	756.78	0	0	318.08	102.93	0.32	4.15	50.51	9.06
North Ayrshire	Paper and cardboard wastes	591.4	429.47	323.67	303.89	80.74	138.54	277.86	310.3	0	10.61	8.7	22.78	29.04	32.28	31.46	43.75	9119.86	8488.15	8347.44	8200.95	8024.12	7954.57	7636.8	7441.08	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Plastic wastes	0	15	17.58	2.62	0	0	0	0	0	0							470.74	1217.46	1706.72	1689.21	1763.19	1083.85	1541.89	707.12	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Rubber wastes	14.22	39.39	16.64	17.23	13.98				0	0							14.22	39.39	16.64	17.23	13.98				0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Soils	176.38	154.42	44.44		31.52				0	0							176.38	154.42	198.15		31.52				0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Textile wastes	510.44	354.52	104.85	14.5	7.4	12.24	12.26	330.43	290.86	422.36	368.79	309.17	241.5	221.99	257.51	282.99	219.58	149.8	86.59	97.09	67.77	60.72	54.19	37.95	0	0							0	0							0	0							0	0						0.01	0	0							0	0						
North Ayrshire	Used oils	7.72	10.27	7.05	7.62	10.05	12.25	7.7	13.9	0	0							7.72	10.27	7.05	7.62	10.05	12.25	7.7	13.9	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Vegetal wastes	10089.8	8953.3	8213.84	9401.32	9257.55	9324.72	9254.88	8137.31	0	0							0	68.18							10501.93	9302.02	8604	9731.56	9462.12	9656.61	9573.09	8468.81	0	0							0	0							0	0		29.9	165.91				0	0							0	0						
North Ayrshire	Wood wastes	2315.03	2550.74	2832.32	2910.78	2541.37	2441.64	2290.06	2451.74	0	0							5463.49	5262.27	5241.61	5718.55	5307.5	5194.36	4984.92	5471.03	0	0							0	0							0	0							0	0							0	0							0	0						
North Ayrshire	Subtotal	68311.58	62735.18	61909.86	65064.83	64193.37	63838.06	62954.02	61421.02	313.27	493.45	551.29	397.6	345.32	366.65	414.53	463.57	24584.32	22683.79	22874.75	23574.54	23110.45	22177.01	22052.13	21864.91	10501.93	9302.02	11277.8	12771.7	12492.67	12764.85	12658.05	11181.25	0	0	578.99	326.14	1290.16	494.31	306.82	1187.19	0	0				170.72	122.36	744.87	0	0	0.15	30.03	291.96	601.59	720.3	4122.35	0	502.56	60.81	256.67	4.64	649.5	628.34	760.7	32911.45	29751.98	26566.31	27708.22	26658.4	26614.91	26052.07	21096.2
North Lanarkshire	Animal and mixed food waste	1912.62	1510.28	6176.89	6354.87	6107.97	6445.4	5672.16	5495.17	0	0							0	0							637.5	914.76	6176.89	6354.87	6107.97	6445.4	5672.16	5475.42	0	0							0	0							0	0							0	0							0	0						19.75
North Lanarkshire	Batteries and accumulators wastes	15	15.5		4	14	16	10.63	24.84	0	0							15	15.5		4	14	16	10.63	24.84	0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Chemical wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Combustion wastes	0	0	0	0	0	0	0	0	0	0							0	0							0	0							0	0							0	0							0	0	1445.38	721.28	1973.21	3033.16	980.38	3334.1	0	0							0	0	275.31	143.06	392.66	603.61	190.12	498.22
North Lanarkshire	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	2061.55	2198.45	2005.31	2293.19	2353.82	2586.23	2502.33	2228.54	0	0							2085.06	2258.51	2047.26	2335.07	2400.9	2671.39	2622.5	2314.69	0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Discarded vehicles	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Glass wastes	3133.14	3057.3	3141.36	3086.09	3496.28	6697.21	5299.04	1022.59	0	0							3133.33	3057.3	3153.78	3093.7	3496.28	6697.21	7006.93	8162.21	0	0							0	0							0	0							0	0					0	0	0	0							0	0					80.75	5.43
North Lanarkshire	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Household and similar wastes	133763.16	112441.13	90605.73	87137.33	94366.7	97236.19	95246.16	83517.15	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10086.74	5066.87	13981.65	19365.7	6710.13	5003.99	0	0							94.24	0	71.93	0.29	420.5	644.83	0	0.01	0	0						8640.23	97069.86	93825.73	72655.83	76096.36	72376.71	65544.52	83125.25	58965.31
North Lanarkshire	Metallic wastes, ferrous	3.06	8.77	9.11	9.03	7.94	7.42	0	0	0	0							1289.74	938.21	601.54	575.81	621.56	646.71	623.03	955.14	0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Metallic wastes, mixed ferrous and non-ferrous	796.29	919.72	964.54	974.92	1126.92	1232.14	1180.59	1219.98	0	0							1394.74	1589.74	1485.09	1416.89	1888.53	1798.88	1476.69	1654.1	0	0							0	0							0	0							0	0	59.32	29.81	82.14	126.28	21.96	90.12	0	0							0	0						
North Lanarkshire	Metallic wastes, non-ferrous	12.47	36.87	49.77	47.83	44.62	42.35	0	0	0	0							371.27	470.62	468.01	502.58	463.84	459.21	434.43	780.76	0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Mineral waste from construction and demolition	2057.3	2638.64	3288.82	3096.52	3138.95	2717.58	2395.56	2557.79	0	0							3554.97	3748.56	4163.51	3852.23	3751.06	3488.22	2893.63	3774.28	0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Mixed and undifferentiated materials	0	12651.12	24677.91	24901.21	23143.09	22029.32	25252.52	20137.08	0	0							0	0	24.49	67.1	134.7	184.03			0	0							0	0				2126.6	52.49	2880.8	0	0							0	0	0.06					1	0	0							0	0	3562.88	5561.42	4204.07	3261.92	3300.83	814.31
North Lanarkshire	Paper and cardboard wastes	263.55	601.29	503.67	674.75	411.04	125.83	2278.16	11457.79	0	0							16894.58	16932.57	17245.7	14162.71	15407.5	15216.28	13614.15	10454.86	0	0							0	0							0	0							0	0						0.02	0	0							0	0					314.22	1868.78
North Lanarkshire	Plastic wastes	0	0	0	0	0	0	0	0	0	0							3870.97	3601.11	3714.14	3641.54	2960.12	2996.4	2536.42	4197.39	0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Rubber wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Soils	0	0	0	0	0	0	0	12.79	0	0							2319.7	2397.26	25.02	25.58	345.85	634.3	426.84	245.9	0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Textile wastes	358.8	390	400.42	311.86	316.91	362.83	281.74	399.78	0	0							1956.48	1565.86	1098.62	2078	749.41	642.97	346.6	399.78	0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Used oils	16.46	18.36	77.81	89.53	106.85	31.95	101.82	133.63	0	0							16.46	18.36	77.81	89.53	106.85	31.95	101.82	133.63	0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Vegetal wastes	14812.34	15672.72	16375.2	16621.53	15596.77	15549.46	16592.44	17968.13	0	0							0	0							16769.99	16497.52	16650.09	16758.24	15685.08	15820.67	16888.04	17856.81	0	0							0	0							0	0		161.81	167.31			19.75	0	0							0	0						154.45
North Lanarkshire	Wood wastes	1040.07	3676.73	4448	4705.89	5705.4	5834.08	0	0	0	0							8772.63	8006.76	7635.54	7569.82	8205.57	8457.78	7383.19	7449.19	0	0							0	0							0	0							0	0							0	0							0	0						
North Lanarkshire	Subtotal	160245.81	155836.88	152724.54	150308.55	155937.26	160913.99	156813.15	146175.26	0	0							45674.93	44600.36	41740.51	39414.56	40546.17	43941.33	39476.86	40546.77	17407.49	17412.28	22826.98	23113.11	21793.05	22266.07	22560.2	23332.23	0	0	10086.74	5066.87	13981.65	21492.3	6762.62	7884.79	0	0							94.24	0	1576.69	913.19	2643.16	3804.27	1002.34	3445	0	0						8640.23	97069.86	93825.73	76494.02	81800.84	76973.44	69410.05	87011.17	62326.25
Orkney Islands	Animal and mixed food waste	12.6	0				19.8	23.4	43.9	0	0							12.6	0				19.8	23.4	43.9	0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Batteries and accumulators wastes	1.6	2	2.6	0.8	2.4	3.2	0.8	4.9	0	0							1.6	2	2.6	0.8	2.4	3.2	0.8	4.9	0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Chemical wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Combustion wastes	0	0	0	0	0	0	0	0	0	0							0	0							0	0							0	0							0	0							0	0			16.76				0	0							1073.72	1292.23	987.81	981.85	1038	1014.6	1011.95	1111.44
Orkney Islands	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	177.4	155.5	154.6	136.6	113.9	180.8	150	218.7	0	0							177.4	155.5	154.6	136.6	113.9	180.8	150	218.7	0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Discarded vehicles	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Glass wastes	457	471.4	464.4	482.5	507.1	506.6	490.2	511.98	0	0							457	471.4	464.4	482.5	507.1	506.6	490.2	511.98	0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Household and similar wastes	7171.4	7596.3	7158.8	7328.5	6566.8	7496	7622.1	7045.2	0	0							0	0	0	0	0	0	0	0	0	0		0			0		0	0							0	0							0	0							4311.1	4801.98	4406.34	4255.59	4260.78	4548.17	4229.57	4316.15	1739.4	1428.83	1711.8	2029.1	1205.9	1865.4	2312.8	1538.8
Orkney Islands	Metallic wastes, ferrous	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Metallic wastes, mixed ferrous and non-ferrous	300.3	271.7	328.6	357.9	427.6	481.2	515.8	415.7	0	0							300.3	271.7	328.6	357.9	427.6	481.2	515.8	415.7	0	0							0	0							0	0							47.18	73.36	52.85	61.96	45.35	67.83	67.79	78.8	0	0							0	0						
Orkney Islands	Metallic wastes, non-ferrous	12.5	0	13.7	14.5			8.4	13.8	0	0							12.5	0	13.7	14.5			8.4	13.8	0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Mineral waste from construction and demolition	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Mixed and undifferentiated materials	146.3	5			0.6	0.4	1.9	0	0	0							146.3	5			0.6	0.4	1.9		0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Paper and cardboard wastes	598.7	539.8	557.7	595.8	607.2	582	627.7	639	0	0							598.7	539.8	557.7	595.8	607.2	582	627.7	639	0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Plastic wastes	18.1	42.1	55.1	70.1	58.1	78.6	57.7	74.4	0	0							18.1	42.1	55.1	70.1	58.1	78.6	57.7	74.4	0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Rubber wastes	0	7.3				9.6	3.8	18.5	0	0							0	7.3				9.6	3.8	18.5	0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Soils	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Textile wastes	47.1	54	54	61.4	54	54	54.8	51.1	0	0							47.1	54	54	61.4	54	54	54.8	51.1	0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Used oils	112.5	61.7	84.7	111.1	30.6	90.7	45	93.6	0	0							112.5	61.7	84.7	111.1	30.6	90.7	45	93.6	0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Vegetal wastes	1199.2	1025.7	1049	1408.6	1002.6	845.76	1196.4	1089.74	0	0							0	0							1199.2	690.96	1337.62	0	0	0	0	67.44	0	0							0	0							0	0		752.11	483.21	380.77	557.88	430.73	0	0							0	0						
Orkney Islands	Wood wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Orkney Islands	Subtotal	10254.7	10232.5	9923.2	10567.8	9370.9	10348.66	10798	10220.52	0	0							1884.1	1610.5	1715.4	1830.7	1801.5	2006.9	1979.5	2085.58	1199.2	690.96	1337.62	0	0	0	0	67.44	0	0							0	0							47.18	73.36	52.85	814.07	545.32	448.6	625.67	509.53	4311.1	4801.98	4406.34	4255.59	4260.78	4548.17	4229.57	4316.15	2813.12	2721.06	2699.61	3010.95	2243.9	2880	3324.75	2650.24
Perth and Kinross	Animal and mixed food waste	12004.88	5012.15	3652.9	4120.66	4040.18	4278.78	4241.55	3317.33	0	0							3.9	4.6	4	5.08	7.1	7.7	5.6	7	4000.35	3846.21	3648.65	4115.58	4033.08	4271.08	4235.95	3310.33	0	0							0	0							0	0		4.11					0	0							0	0	0.25	1.58				
Perth and Kinross	Batteries and accumulators wastes	25.4	27	29.8	13.6	33	30.8	21.3	18.6	0	0							25.4	27	29.8	13.6	33	30.8	21.3	18.6	0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Chemical wastes	1.1	13	23.6	0.5	0.6	0.3	2.6	0.1	0	11.8	22.3						1.1	1.2	1.3	0.5	0.6	0.3	2.6	0.1	0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Combustion wastes	0	0	0	0	0	0	0	0	0	0							0	0							0	0							0	0							0	0							11.41	0	557.75	93.28	577.51	971.72	13.87		0	0							5.94	0	183.22	253.08	965.99	795.49	1083.25	995.53
Perth and Kinross	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	1161	1303	1269.1	1312.3	1406.2	1532.8	1394.3	1269	10.51	29.84	36.8	53.4	43.7	43.5	44.2	29.7	1150.49	1273.16	1232.3	1258.9	3.3	3.2	3	3.3	0	0							0	0							0	0							0	0			0		0	0	0	0							0	0			115	126	113.9	104.5
Perth and Kinross	Discarded vehicles	54.9	48.3	45.3	61.4	57.6	53.3	47.6	31	0	0				40.4	47.6	31	54.9	48.3	45.3	61.4	57.6	12.9			0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Glass wastes	2722.2	2560.29	2666.37	1873.7	662.5	660.9	1144	608.9	0	0							2781.1	2609.83	2709.2	2576.4	2820.91	2854.14	2792.07	2758.3	0	0							0	0							0	0							0	0							0	0							0	0						
Perth and Kinross	Health care and biological wastes	0	0	7.1						0	0							0	0	7.1						0	0							0	0							0	0							0	0							0	0							0	0						
